timeDate,close
2017-06-01,2492.6
2017-06-02,2545.43
2017-06-03,2524.06
2017-06-04,2704.96
2017-06-05,2870.5
2017-06-06,2691.51
2017-06-07,2798.78
2017-06-08,2811.43
2017-06-09,2900.25
2017-06-10,2973.45
2017-06-11,2656.77
2017-06-12,2712.99
2017-06-13,2467.27
2017-06-14,2442.46
2017-06-15,2508.58
2017-06-16,2655.1
2017-06-17,2539.56
2017-06-18,2616.82
2017-06-19,2754.38
2017-06-20,2677.62
2017-06-21,2722.84
2017-06-22,2710.37
2017-06-23,2590.05
2017-06-24,2541.62
2017-06-25,2446.05
2017-06-26,2583.75
2017-06-27,2577.74
2017-06-28,2558.37
2017-06-29,2480.61
2017-06-30,2424.61
2017-07-01,2536.46
2017-07-02,2572.47
2017-07-03,2617.32
2017-07-04,2627.86
2017-07-05,2614.24
2017-07-06,2513.88
2017-07-07,2564.86
2017-07-08,2511.43
2017-07-09,2344.02
2017-07-10,2324.29
2017-07-11,2403.09
2017-07-12,2362.44
2017-07-13,2234.17
2017-07-14,1975.08
2017-07-15,1914.09
2017-07-16,2233.39
2017-07-17,2320.23
2017-07-18,2282.58
2017-07-19,2866.02
2017-07-20,2675.08
2017-07-21,2836.53
2017-07-22,2756.61
2017-07-23,2763.42
2017-07-24,2582.58
2017-07-25,2559.21
2017-07-26,2691.88
2017-07-27,2806.75
2017-07-28,2733.5
2017-07-29,2766.49
2017-07-30,2883.27
2017-07-31,2746.99
2017-08-01,2720.53
2017-08-02,2809.99
2017-08-03,2878.49
2017-08-04,3262.8
2017-08-05,3232.03
2017-08-06,3401.91
2017-08-07,3429.38
2017-08-08,3348.79
2017-08-09,3425.67
2017-08-10,3654.37
2017-08-11,3871.62
2017-08-12,4062.6
2017-08-13,4327.94
2017-08-14,4161.66
2017-08-15,4387.4
2017-08-16,4278.92
2017-08-17,4105.37
2017-08-18,4150.45
2017-08-19,4066.6
2017-08-20,4005.1
2017-08-21,4089.7
2017-08-22,4141.09
2017-08-23,4318.35
2017-08-24,4364.41
2017-08-25,4352.3
2017-08-26,4345.75
2017-08-27,4390.31
2017-08-28,4597.31
2017-08-29,4583.02
2017-08-30,4735.11
2017-08-31,4921.85
2017-09-01,4573.8
2017-09-02,4612.92
2017-09-03,4267.45
2017-09-04,4409.08
2017-09-05,4618.71
2017-09-06,4635.6
2017-09-07,4326.45
2017-09-08,4335.13
2017-09-09,4245.89
2017-09-10,4217.9
2017-09-11,4158.92
2017-09-12,3870.29
2017-09-13,3243.08
2017-09-14,3713.76
2017-09-15,3698.92
2017-09-16,3689.61
2017-09-17,4100.28
2017-09-18,3907.96
2017-09-19,3882.16
2017-09-20,3617.27
2017-09-21,3600.83
2017-09-22,3788.02
2017-09-23,3667.52
2017-09-24,3932.83
2017-09-25,3892.7
2017-09-26,4212.2
2017-09-27,4195.65
2017-09-28,4172.79
2017-09-29,4360.62
2017-09-30,4403.09
2017-10-01,4401.32
2017-10-02,4314.18
2017-10-03,4218.66
2017-10-04,4321.44
2017-10-05,4371.94
2017-10-06,4435.81
2017-10-07,4611.7
2017-10-08,4777.49
2017-10-09,4763.36
2017-10-10,4824.2
2017-10-11,5432.62
2017-10-12,5637.26
2017-10-13,5824.71
2017-10-14,5688.14
2017-10-15,5759.33
2017-10-16,5598.58
2017-10-17,5575.83
2017-10-18,5698.65
2017-10-19,5993.11
2017-10-20,6006.65
2017-10-21,5982.86
2017-10-22,5903.61
2017-10-23,5513.08
2017-10-24,5734.0
2017-10-25,5887.61
2017-10-26,5764.56
2017-10-27,5726.61
2017-10-28,6147.52
2017-10-29,6124.28
2017-10-30,6451.24
2017-10-31,6737.78
2017-11-01,7024.81
2017-11-02,7152.12
2017-11-03,7363.8
2017-11-04,7389.55
2017-11-05,6959.23
2017-11-06,7102.75
2017-11-07,7444.36
2017-11-08,7129.59
2017-11-09,6565.8
2017-11-10,6339.86
2017-11-11,5878.13
2017-11-12,6522.45
2017-11-13,6597.06
2017-11-14,7283.22
2017-11-15,7853.68
2017-11-16,7699.95
2017-11-17,7780.91
2017-11-18,8042.64
2017-11-19,8244.69
2017-11-20,8099.97
2017-11-21,8234.55
2017-11-22,8013.41
2017-11-23,8200.8
2017-11-24,8754.69
2017-11-25,9318.42
2017-11-26,9733.2
2017-11-27,9906.04
2017-11-28,9837.86
2017-11-29,9946.76
2017-11-30,10861.47
2017-12-01,10912.73
2017-12-02,11246.21
2017-12-03,11623.91
2017-12-04,11667.13
2017-12-05,13749.57
2017-12-06,16850.31
2017-12-07,16047.61
2017-12-08,14843.42
2017-12-09,15059.6
2017-12-10,16732.47
2017-12-11,17083.9
2017-12-12,16286.82
2017-12-13,16467.91
2017-12-14,17604.85
2017-12-15,19345.49
2017-12-16,19065.71
2017-12-17,18972.32
2017-12-18,17523.7
2017-12-19,16461.97
2017-12-20,15632.12
2017-12-21,13664.97
2017-12-22,14396.46
2017-12-23,13789.95
2017-12-24,13833.49
2017-12-25,15756.56
2017-12-26,15416.64
2017-12-27,14398.7
2017-12-28,14392.57
2017-12-29,12531.52
2017-12-30,13850.4
2017-12-31,13444.88
