timeDate,close
2017-01-01,8.33
2017-01-02,9.59
2017-01-03,10.88
2017-01-04,10.2
2017-01-05,10.07
2017-01-06,9.78
2017-01-07,10.27
2017-01-08,10.2
2017-01-09,10.55
2017-01-10,9.83
2017-01-11,9.81
2017-01-12,9.78
2017-01-13,9.78
2017-01-14,9.88
2017-01-15,9.59
2017-01-16,10.14
2017-01-17,10.19
2017-01-18,10.43
2017-01-19,10.6
2017-01-20,10.91
2017-01-21,10.71
2017-01-22,10.78
2017-01-23,10.51
2017-01-24,10.51
2017-01-25,10.65
2017-01-26,10.51
2017-01-27,10.54
2017-01-28,10.47
2017-01-29,10.62
2017-01-30,10.71
2017-01-31,10.71
2017-02-01,10.78
2017-02-02,10.95
2017-02-03,11.32
2017-02-04,11.22
2017-02-05,11.32
2017-02-06,11.45
2017-02-07,11.39
2017-02-08,10.94
2017-02-09,11.34
2017-02-10,11.43
2017-02-11,11.42
2017-02-12,11.39
2017-02-13,13.0
2017-02-14,12.97
2017-02-15,12.95
2017-02-16,12.72
2017-02-17,12.83
2017-02-18,12.82
2017-02-19,12.52
2017-02-20,12.77
2017-02-21,12.69
2017-02-22,13.13
2017-02-23,13.11
2017-02-24,13.57
2017-02-25,14.59
2017-02-26,15.55
2017-02-27,16.07
2017-02-28,17.55
2017-03-01,19.08
2017-03-02,19.48
2017-03-03,18.61
2017-03-04,19.22
2017-03-05,19.75
2017-03-06,18.91
2017-03-07,16.54
2017-03-08,17.71
2017-03-09,19.13
2017-03-10,21.45
2017-03-11,23.31
2017-03-12,28.45
2017-03-13,28.58
2017-03-14,35.18
2017-03-15,45.51
2017-03-16,44.48
2017-03-17,34.0
2017-03-18,43.12
2017-03-19,42.51
2017-03-20,42.67
2017-03-21,41.65
2017-03-22,43.2
2017-03-23,53.19
2017-03-24,50.62
2017-03-25,50.63
2017-03-26,49.06
2017-03-27,50.25
2017-03-28,53.07
2017-03-29,51.91
2017-03-30,49.91
2017-03-31,50.6
2017-04-01,48.55
2017-04-02,44.13
2017-04-03,44.43
2017-04-04,44.9
2017-04-05,43.23
2017-04-06,42.31
2017-04-07,44.37
2017-04-08,43.72
2017-04-09,43.74
2017-04-10,43.74
2017-04-11,46.38
2017-04-12,49.97
2017-04-13,47.32
2017-04-14,48.89
2017-04-15,48.22
2017-04-16,47.94
2017-04-17,49.88
2017-04-18,47.88
2017-04-19,49.36
2017-04-20,48.27
2017-04-21,48.41
2017-04-22,48.75
2017-04-23,49.94
2017-04-24,50.09
2017-04-25,53.28
2017-04-26,63.14
2017-04-27,72.42
2017-04-28,69.83
2017-04-29,79.83
2017-04-30,77.53
2017-05-01,77.25
2017-05-02,80.37
2017-05-03,94.55
2017-05-04,90.79
2017-05-05,94.82
2017-05-06,90.46
2017-05-07,88.39
2017-05-08,86.27
2017-05-09,87.83
2017-05-10,88.2
2017-05-11,85.15
2017-05-12,87.96
2017-05-13,88.72
