timeDate,close,open,volumefrom
2010-07-16,0.04951,0.04951,20.0
2010-07-17,0.08584,0.04951,75.01
2010-07-18,0.0808,0.08584,574.0
2010-07-19,0.07474,0.0808,262.0
2010-07-20,0.07921,0.07474,575.0
2010-07-21,0.0505,0.07921,2160.0
2010-07-22,0.06262,0.0505,2402.5
2010-07-23,0.05454,0.06262,496.32
2010-07-24,0.0505,0.05454,1551.48
2010-07-25,0.056,0.0505,877.0
2010-07-26,0.06,0.056,3373.69
2010-07-27,0.0589,0.06,4390.29
2010-07-28,0.0699,0.0589,8058.49
2010-07-29,0.0627,0.0699,3020.85
2010-07-30,0.06785,0.0627,4022.25
2010-07-31,0.0611,0.06785,2601.0
2010-08-01,0.06,0.0611,3599.0
2010-08-02,0.06,0.06,9821.46
2010-08-03,0.057,0.06,3494.0
2010-08-04,0.061,0.057,5034.07
2010-08-05,0.0623,0.061,1395.0
2010-08-06,0.059,0.0623,2619.0
2010-08-07,0.0609,0.059,2201.0
2010-08-08,0.071,0.0609,13631.09
2010-08-09,0.07,0.071,1310.39
2010-08-10,0.067,0.07,14061.18
2010-08-11,0.07,0.067,2062.31
2010-08-12,0.0645,0.07,3591.77
2010-08-13,0.067,0.0645,4404.2
2010-08-14,0.06529,0.067,4462.87
2010-08-15,0.0655,0.06529,10731.47
2010-08-16,0.07,0.0655,13185.74
2010-08-17,0.068,0.07,2953.98
2010-08-18,0.0667,0.068,741.12
2010-08-19,0.0655,0.0667,4199.75
2010-08-20,0.0664,0.0655,10443.86
2010-08-21,0.066,0.0664,18648.97
2010-08-22,0.06491,0.066,4297.49
2010-08-23,0.065,0.06491,6711.76
2010-08-24,0.0648,0.065,4228.88
2010-08-25,0.064,0.0648,3870.01
2010-08-26,0.065,0.064,9009.97
2010-08-27,0.0641,0.065,6174.01
2010-08-28,0.064,0.0641,3173.4
2010-08-29,0.06497,0.064,34193.14
2010-08-30,0.06,0.06497,14886.91
2010-08-31,0.0629,0.06,7164.72
2010-09-01,0.0634,0.0629,8150.73
2010-09-02,0.06085,0.0634,892.0
2010-09-03,0.06238,0.06085,3301.0
2010-09-04,0.0616,0.06238,8459.24
2010-09-05,0.0616,0.0616,910.0
2010-09-06,0.061,0.0616,3457.19
