timeDate,close,open,volumefrom
2017-01-01,11.62,11.06,3328.01
2017-01-02,12.22,11.62,4906.42
2017-01-03,15.49,12.22,22284.23
2017-01-04,13.63,15.49,10862.71
2017-01-05,11.21,13.63,9966.18
2017-01-06,11.72,11.21,6367.71
2017-01-07,12.31,11.72,3545.93
2017-01-08,12.12,12.31,2347.8
2017-01-09,12.16,12.12,2374.23
2017-01-10,11.14,12.16,5999.97
2017-01-11,12.17,11.14,4691.19
2017-01-12,12.35,12.17,2859.91
2017-01-13,12.25,12.35,2028.04
2017-01-14,12.26,12.25,1595.22
2017-01-15,12.8,12.26,2159.81
2017-01-16,14.04,12.8,4883.54
2017-01-17,13.79,14.04,5040.01
2017-01-18,15.01,13.79,5611.71
2017-01-19,14.9,15.01,6285.49
2017-01-20,14.79,14.9,2250.15
2017-01-21,14.98,14.79,3166.47
2017-01-22,15.03,14.98,1833.11
2017-01-23,14.03,15.03,9569.28
2017-01-24,14.26,14.03,2961.95
2017-01-25,14.75,14.26,1992.4
2017-01-26,15.13,14.75,3326.57
2017-01-27,15.09,15.13,2763.14
2017-01-28,15.27,15.09,2259.19
2017-01-29,15.79,15.27,4392.89
2017-01-30,15.94,15.79,3297.05
2017-01-31,15.69,15.94,2853.16
2017-02-01,16.01,15.69,2414.1
2017-02-02,16.9,16.01,4862.51
2017-02-03,16.88,16.9,1976.04
2017-02-04,16.51,16.88,5320.13
2017-02-05,16.5,16.51,2465.77
2017-02-06,16.82,16.5,3093.31
2017-02-07,16.89,16.82,2347.11
2017-02-08,16.05,16.89,8295.05
2017-02-09,16.91,16.05,2768.06
2017-02-10,17.06,16.91,1575.65
2017-02-11,16.81,17.06,1214.99
2017-02-12,16.72,16.81,917.14
2017-02-13,18.04,16.72,3481.8
2017-02-14,19.39,18.04,5216.79
2017-02-15,19.27,19.39,4318.96
2017-02-16,19.75,19.27,5190.46
2017-02-17,21.07,19.75,10209.92
2017-02-18,22.22,21.07,14178.97
2017-02-19,21.17,22.22,8652.65
2017-02-20,20.86,21.17,8643.52
2017-02-21,21.5,20.86,7193.8
2017-02-22,24.42,21.5,11701.73
2017-02-23,25.52,24.42,21648.93
2017-02-24,26.6,25.52,19731.68
2017-02-25,27.64,26.6,12706.54
2017-02-26,27.92,27.64,12850.88
2017-02-27,32.43,27.92,31085.78
2017-02-28,41.4,32.43,89601.16
2017-03-01,42.13,41.4,185573.81
2017-03-02,47.25,42.13,83784.78
2017-03-03,43.02,47.25,41434.11
2017-03-04,42.0,43.02,32217.35
2017-03-05,45.8,42.0,31625.6
2017-03-06,45.41,45.8,21610.64
2017-03-07,41.33,45.41,18584.14
2017-03-08,50.39,41.33,69564.45
2017-03-09,49.67,50.39,69846.94
2017-03-10,72.56,49.67,142298.07
2017-03-11,76.03,72.56,88517.21
2017-03-12,74.64,76.03,76603.19
2017-03-13,87.69,74.64,73974.35
2017-03-14,96.0,87.69,129564.44
2017-03-15,89.49,96.0,131496.81
2017-03-16,98.52,89.49,92774.45
2017-03-17,108.74,98.52,163510.68
2017-03-18,108.59,108.74,85743.13
2017-03-19,101.87,108.59,41708.05
2017-03-20,98.08,101.87,89796.51
2017-03-21,103.45,98.08,80605.7
2017-03-22,102.43,103.45,22560.77
2017-03-23,101.94,102.43,65849.43
2017-03-24,94.99,101.94,43798.4
2017-03-25,94.13,94.99,30069.2
2017-03-26,84.99,94.13,108849.49
2017-03-27,87.66,84.99,38906.51
2017-03-28,84.76,87.66,33240.69
2017-03-29,78.45,84.76,66411.48
2017-03-30,72.4,78.45,124169.8
2017-03-31,67.42,72.4,34032.37
2017-04-01,56.0,67.42,103641.07
2017-04-02,62.45,56.0,158815.86
2017-04-03,68.64,62.45,87044.59
